"","id","name","fat_value","fat_unit","sugur_value","sugur_unit","protein_value","protein_unit"
"277",45035014,"GREAT VALUE, AMERICAN SINGLES",23.68,"g",5.26,"g",15.79,"g"
"278",45035031,"ICED TEA",0,"g",0,"g",0,"g"
"279",45035033,"GREAT VALUE, RICOTTA CHEESE, ORIGINAL",14.52,"g",1.61,"g",8.06,"g"
"280",45035128,"LOWFAT YOGURT",0.88,"g",12.94,"g",2.94,"g"
"281",45035130,"NONFAT YOGURT",0,"g",7.06,"g",2.94,"g"
"282",45035131,"NONFAT YOGURT",0,"g",6.47,"g",2.94,"g"
"283",45035132,"LOWFAT YOGURT",0.88,"g",12.94,"g",2.94,"g"
"284",45035133,"GREAT VALUE, WHOLE MILK MOZZARELLA CHEESE",23.33,"g",3.33,"g",20,"g"
"285",45035134,"LOWFAT YOGURT",0.88,"g",12.35,"g",2.94,"g"
"286",45035135,"MARKETSIDE, SPINACH ARTICHOKE DIP",26.67,"g",3.33,"g",10,"g"
"287",45035139,"INSTANT OATMEAL",4.65,"g",30.23,"g",9.3,"g"
"288",45035167,"GREAT VALUE, SMALL CURD 1% MILKFAT COTTAGE CHEESE",0.88,"g",4.42,"g",11.5,"g"
"289",45040721,"SAM'S CHOICE, MINI ANGUS BEEF & BACON CHEESEBURGERS",16.9,"g",2.82,"g",14.08,"g"
"290",45040722,"SAM'S CHOICE, PERSONAL DOUBLE PEPPERONI PIZZA",16.17,"g",2.13,"g",11.91,"g"
"291",45040723,"MEAT LASAGNA",7.52,"g",2.65,"g",7.08,"g"
"292",45040724,"GREAT VALUE, ICE CREAM, PEANUT BUTTER CUP",13.64,"g",21.21,"g",4.55,"g"
"293",45040725,"GREAT VALUE, BACON BREAKFAST BOWL",13.64,"g",0,"g",11.62,"g"
"294",45040726,"PANCAKES & SAUSAGE ON A STICK",12.68,"g",9.86,"g",8.45,"g"
"295",45040780,"CLOVER HONEY",0,"g",76.19,"g",0,"g"
"296",45042576,"GREAT VALUE, ALL NATURAL RESTAURANT STYLE SALSA, MEDIUM",0,"g",6.67,"g",0,"g"
"297",45042577,"SALTINE CRACKERS",10,"g",0,"g",6.67,"g"
"298",45042578,"GREAT VALUE, QUESO BLANCO CHEESE DIP",20,"g",0,"g",10,"g"
"299",45042579,"GREAT VALUE, THICK & CHUNKY MILD SALSA",0,"g",3.33,"g",0,"g"
"300",45042580,"GREAT VALUE, BUTTERY SMOOTH CRACKERS",21.43,"g",7.14,"g",7.14,"g"
"301",45042658,"GREAT VALUE, ICED TEA DRINK MIX, LEMON",0,"g",0,"g",0,"g"
"302",45042659,"GREAT VALUE, CINNAMON CRUNCH SWEETENED WHEAT & RICE CEREAL",11.67,"g",33.33,"g",3.33,"g"
"303",45042660,"SLICED STEWED TOMATOES",0,"g",4.07,"g",0.81,"g"
"304",45042661,"GREAT VALUE, DRINK MIX, FRUIT PUNCH",0,"g",0,"g",0,"g"
"305",45042662,"GREAT VALUE, ENRICHED INSTANT GRITS, BUTTER",5.36,"g",0,"g",7.14,"g"
"306",45042665,"GREAT VALUE, DRINK MIX, GRAPE",0,"g",0,"g",0,"g"
"307",45042668,"GREAT VALUE, CHEWY GRANOLA BARS, ALMOND",22.86,"g",28.57,"g",8.57,"g"
"308",45042669,"DICED TOMATO IN TOMATO JUICE",0,"g",2.48,"g",0.83,"g"
"309",45042671,"GREAT VALUE, DRINK MIX, PINK LEMONADE",0,"g",0,"g",0,"g"
"310",45043075,"GREAT VALUE, DICED JALAPENO PEPPERS, HOT",0,"g",3.33,"g",0,"g"
"311",45043347,"CHICK PEAS GARBANZOS",1.54,"g",0.77,"g",4.62,"g"
"312",45043455,"GREAT VALUE, BUTTERMILK COMPLETE PANCAKE & WAFFLE MIX",3.28,"g",14.75,"g",9.84,"g"
"313",45043573,"GREAT VALUE, MEDIUM PICANTE SAUCE, MEDIUM",0,"g",3.23,"g",0,"g"
"314",45044562,"DELUXE SHELLS & CHEESE",10.62,"g",3.54,"g",10.62,"g"
"315",45045255,"THE BAKERY, RED VELVET CAKE SQUARE",14.44,"g",35.56,"g",3.33,"g"
"316",45045264,"THE BAKERY, CHOCOLATE CAKE SQUARE WITH FUDGE ICING",13.33,"g",34.44,"g",3.33,"g"
"317",45045870,"DAILY CHEF, TRIPLE LAYER CHOCOLATE FUDGE CAKE",15.85,"g",42.68,"g",2.44,"g"
"318",45045877,"SHADOW CAKE",24.32,"g",52.7,"g",2.7,"g"
"319",45045886,"TRIPLE LAYER CARROT CAKE",19.51,"g",41.46,"g",2.44,"g"
"320",45045903,"DAILY CHEF, TRIPLE LAYER COCONUT CAKE",17.86,"g",40.48,"g",2.38,"g"
"321",45047515,"CHICKEN CAESAR SALAD",15,"g",2,"g",7,"g"
"322",45047516,"SOUTHWEST-STYLE SALAD",7.91,"g",2.26,"g",5.65,"g"
"323",45047736,"BABY SPINACH",0,"g",0,"g",2.35,"g"
"324",45048133,"WHOLE GRAIN BROWN HEAT & SERVE RICE",3.21,"g",0.71,"g",4.29,"g"
"325",45048150,"DRIED CHERRIES",0,"g",67.5,"g",2.5,"g"
"326",45048461,"POUND CAKE",21.18,"g",28.24,"g",4.71,"g"
"327",45048766,"GREAT VALUE, GUACAMOLE DIP",11.29,"g",3.23,"g",3.23,"g"
"328",45048773,"MINI MARSHMALLOWS",0,"g",53.33,"g",3.33,"g"
"329",45049455,"GREAT VALUE, WHITE ROUND TOP BREAD",3.85,"g",3.85,"g",7.69,"g"
"330",45049456,"100% WHOLE WHEAT ROUND TOP BREAD",3,"g",6,"g",12,"g"
"331",45049486,"SHREDDED MILK CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"332",45049505,"FRENCH BREAD",1.89,"g",3.77,"g",9.43,"g"
"333",45049506,"ITALIAN BREAD",1.89,"g",3.77,"g",9.43,"g"
"334",45050212,"ICE CREAM SANDWICHES",10,"g",20,"g",3.33,"g"
"335",45050779,"POTATO CHIPS",35.71,"g",3.57,"g",3.57,"g"
"336",45050912,"CHUNKY AVOCADO",20,"g",0,"g",0,"g"
"337",45050913,"SPICY GUACAMOLE",13.33,"g",0,"g",3.33,"g"
"338",45050914,"FRESH GARDEN SALSA",0,"g",3.57,"g",0,"g"
"339",45050915,"CHIPOTLE GARLIC SALSA",0,"g",3.57,"g",0,"g"
"340",45051714,"SLICED CARROTS",0,"g",4.07,"g",0.81,"g"
"341",45051716,"WHOLE LEAF SPINACH",0,"g",0,"g",1.74,"g"
"342",45052360,"100% EGG WHITES",0,"g",0,"g",10.87,"g"
"343",45052364,"LIQUID EGG PRODUCT",0,"g",0,"g",10.87,"g"
"344",45052377,"CREAM CHEESE SPREAD ",26.67,"g",20,"g",3.33,"g"
"345",45052381,"GREAT VALUE, BIG & FLAKY CRESCENT ROLLS",16.28,"g",9.3,"g",4.65,"g"
"346",45052383,"GREAT VALUE, SHREDDED HASH BROWNS",0,"g",0,"g",2.38,"g"
"347",45052386,"GREAT VALUE, SHREDDED CHEESE, MILD CHEDDAR",32.14,"g",0,"g",25,"g"
"348",45052392,"GREAT VALUE, SHREDDED COLBY & MONTEREY JACK CHEESE",32.14,"g",0,"g",25,"g"
"349",45052405,"GREAT VALUE, WHOLE GRAIN OAT CEREAL",5.36,"g",3.57,"g",10.71,"g"
"350",45052408,"GREAT VALUE, CRUNCHY NUGGETS, WHOLE GRAIN WHEAT & BARLEY CEREAL",2.59,"g",5.17,"g",12.07,"g"
"351",45052414,"LOW-MOISTURE PART-SKIM MOZZARELLA SHREDDED CHEESE",21.43,"g",0,"g",25,"g"
"352",45052426,"LOWFAT YOGURT",0.88,"g",14.12,"g",2.94,"g"
"353",45052432,"GREAT VALUE, CRESCENT ROLLS",21.43,"g",7.14,"g",3.57,"g"
"354",45052440,"WHIPPED CREAM CHEESE SPREAD ",35,"g",5,"g",5,"g"
"355",45052512,"WHIPPED CREAM",33.33,"g",16.67,"g",0,"g"
"356",45052521,"GREAT VALUE, FINELY SHREDDED REDUCED FAT CHEESE, FIESTA BLEND",17.86,"g",0,"g",28.57,"g"
"357",45052544,"RANCH DIP",16.13,"g",6.45,"g",3.23,"g"
"358",45052558,"LIGHT SOUR CREAM",8.33,"g",6.67,"g",3.33,"g"
"359",45052587,"THICK SLICED NATURALLY HARDWOOD SMOKED BACON",50,"g",0,"g",33.33,"g"
"360",45052609,"NATURALLY HARDWOOD SMOKED BACON",46.67,"g",0,"g",33.33,"g"
"361",45052610,"NATURAL HARDWOOD SMOKED BACON",33.33,"g",0,"g",40,"g"
"362",45052612,"GREAT VALUE, LOWER SODIUM BACON",46.67,"g",0,"g",33.33,"g"
"363",45052615,"GREAT VALUE, WAFFLES, BUTTERMILK",8.57,"g",2.86,"g",5.71,"g"
"364",45052617,"BUTTERMILK PANCAKES",5.13,"g",12.82,"g",5.13,"g"
"365",45052620,"GREAT VALUE, BEEF BREAKFAST PATTIES, ORIGINAL",28.89,"g",0,"g",13.33,"g"
"366",45052621,"GREAT VALUE, PORK SAUSAGE PATTIES, MAPLE",32,"g",6,"g",14,"g"
"367",45052623,"GREAT VALUE, TURKEY BREAKFAST PATTIES, ORIGINAL",18,"g",0,"g",18,"g"
"368",45052624,"PORK SAUSAGE LINKS",35.56,"g",0,"g",13.33,"g"
"369",45052626,"BLUEBERRY WAFFLES",10,"g",10,"g",5.71,"g"
"370",45052628,"HOMESTYLE WAFFLES",10,"g",2.86,"g",5.71,"g"
"371",45052644,"GREAT VALUE, PANCAKES, BLUEBERRY",5.13,"g",10.26,"g",5.13,"g"
"372",45052648,"NATURALLY HARDWOOD SMOKED BACON",35.29,"g",0,"g",29.41,"g"
"373",45052649,"PEPPERED BACON",35.29,"g",0,"g",29.41,"g"
"374",45052650,"GREAT VALUE, PART SKIM MOZZARELLA CHEESE",20,"g",0,"g",23.33,"g"
"375",45052652,"GREAT VALUE, PEPPER JACK CHEESE",28.57,"g",0,"g",25,"g"
"376",45052663,"PREMIUM PORK SAUSAGE",28.57,"g",0,"g",12.5,"g"
"377",45052704,"LIGHT GREEK NONFAT YOGURT",0,"g",4.67,"g",8,"g"
"378",45052710,"GREAT VALUE, FINELY SHREDDED CHEESE, FIESTA BLEND",32.14,"g",0,"g",25,"g"
"379",45052711,"GREAT VALUE, FINELY SHREDDED CHEESE, MILD CHEDDAR",32.14,"g",0,"g",25,"g"
"380",45052719,"VERMICELLI",1.79,"g",3.57,"g",12.5,"g"
"381",45052731,"GREAT VALUE, PREMIUM PORK SAUSAGE, HOT",28.57,"g",0,"g",12.5,"g"
"382",45052732,"GREAT VALUE, PREMIUM PORK AND BACON PORK SAUSAGE",44.64,"g",1.79,"g",17.86,"g"
"383",45052737,"MARKETSIDE, PREMIUM CHICKEN SALAD",9,"g",13,"g",12,"g"
"384",45052738,"MARKETSIDE, PREMIUM TUNA SALAD",15,"g",3,"g",17,"g"
"385",45052739,"THIN SLICED TURKEY PASTRAMI",5.88,"g",1.96,"g",17.65,"g"
"386",45052742,"CEREAL",3.45,"g",20.69,"g",6.9,"g"
"387",45052746,"THIN SLICED PASTRAMI",2.83,"g",1.89,"g",18.87,"g"
"388",45052760,"PEANUT BUTTER & GRAPE JELLY STRIPES",22.64,"g",30.19,"g",11.32,"g"
"389",45052762,"FLAVORED GELATIN DESSERT",0,"g",85.71,"g",4.76,"g"
"390",45052765,"GREAT VALUE, COCONUT FLAKES",26.67,"g",33.33,"g",6.67,"g"
"391",45052766,"GREAT VALUE, LONGHORN STYLE CHEESE, MILD CHEDDAR",32.14,"g",0,"g",25,"g"
"392",45052770,"MARASCHINO CHERRIES",0,"g",20,"g",0,"g"
"393",45052771,"GREAT VALUE, MOZZARELLA CHEESE",21.43,"g",0,"g",25,"g"
"394",45052772,"GREAT VALUE, COLBY & MONTEREY JACK CHEESE",32.14,"g",0,"g",25,"g"
"395",45052775,"GREAT VALUE, COLBY CHEESE",32.14,"g",0,"g",25,"g"
"396",45052777,"GREAT VALUE, MILD CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"397",45052778,"GREAT VALUE, MONTEREY JACK CHEESE",28.57,"g",0,"g",25,"g"
"398",45052779,"GREAT VALUE, EXTRA SHARP CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"399",45052780,"GREAT VALUE, COLBY CHEESE",32.14,"g",0,"g",25,"g"
"400",45052782,"GREAT VALUE, MILD CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"401",45052783,"EGG MAKERS LIQUID EGG PRODUCT",0,"g",0,"g",10.87,"g"
"402",45052789,"GREAT VALUE, CRUNCHY OAT SQUARES",4.69,"g",18.75,"g",9.38,"g"
"403",45052805,"HONEY ROASTED CREAMY AND PEANUT SPREAD",47.06,"g",20.59,"g",20.59,"g"
"404",45052814,"BUTTERMILK BISCUITS",3.12,"g",6.25,"g",6.25,"g"
"405",45052815,"GREAT VALUE, HOMESTYLE BISCUITS",3.12,"g",6.25,"g",6.25,"g"
"406",45052817,"GOLDEN SWEET WHOLE KERNEL CORN",0.8,"g",3.2,"g",1.6,"g"
"407",45052819,"FRENCH FRIED ONION",42.86,"g",0,"g",0,"g"
"408",45052821,"LIGHT BAKING FLOUR",1.67,"g",0,"g",10,"g"
"409",45052822,"SELF-RISING FLOUR",0,"g",3.33,"g",10,"g"
"410",45052823,"CUT GREEN BEANS",0,"g",0.83,"g",0.83,"g"
"411",45052824,"ALL-PURPOSE FLOUR ENRICHED, BLEACHED & PRE-SIFTED",0,"g",0,"g",10,"g"
"412",45052827,"COLLARD GREENS ",0,"g",0,"g",1.56,"g"
"413",45052842,"BEEF STEW SEASONING MIX",0,"g",20,"g",0,"g"
"414",45052852,"WHITE CORN TORTILLA CHIPS",21.43,"g",0,"g",7.14,"g"
"415",45052853,"HEARTY GRAINS MULTIGRAIN SNACK CHIPS",21.43,"g",7.14,"g",7.14,"g"
"416",45052854,"CHEESE PUFFS",35.71,"g",3.57,"g",3.57,"g"
"417",45052878,"CINNAMON WAFFLES",14.29,"g",15.71,"g",5.71,"g"
"418",45052880,"NATURALLY HARDWOOD SMOKED BACON",46.67,"g",0,"g",33.33,"g"
"419",45053025,"NONFAT GREEK YOGURT",0,"g",4,"g",10,"g"
"420",45053086,"TURKEY BACON SLICES",12.5,"g",0,"g",41.67,"g"
"421",45053093,"GREAT VALUE, CREAM CHEESE SPREAD, STRAWBERRY",23.33,"g",16.67,"g",3.33,"g"
"422",45053125,"GREAT VALUE, FINELY SHREDDED, ITALIAN STYLE CHEESE, ITALIAN STYLE",21.43,"g",0,"g",25,"g"
"423",45053127,"SHREDDED LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE",21.43,"g",0,"g",25,"g"
"424",45053131,"MILD CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"425",45053140,"FINELY SHREDDED CHEESE, COLBY & MONTEREY JACK",32.14,"g",0,"g",25,"g"
"426",45053631,"GREAT VALUE, WHIPPED LIGHT CREAM, ORIGINAL",16.67,"g",16.67,"g",0,"g"
"427",45053640,"WHIPPED LIGHT CREAM",16.67,"g",16.67,"g",0,"g"
"428",45055258,"100 CALORIE GUACAMOLE SNACK PACKS",17.54,"g",1.75,"g",1.75,"g"
"429",45055259,"PUMPKIN CAKE ROLL",17.98,"g",34.83,"g",4.49,"g"
"430",45055313,"ORGANIC TOMATO SAUCE ",0,"g",3.17,"g",0,"g"
"431",45055314,"CRUSHED TOMATOES",0,"g",3.28,"g",1.64,"g"
"432",45055360,"PINTO BEANS",0,"g",0.77,"g",5.38,"g"
"433",45055361,"PINTO BEANS",0,"g",0.77,"g",4.62,"g"
"434",45055362,"BLACK BEANS",0.38,"g",0,"g",3.85,"g"
"435",45055601,"DICED SKIN-ON YELLOW POTATOES",0,"g",1.77,"g",1.77,"g"
"436",45055732,"TURKEY GRAVY",2.5,"g",0,"g",1.67,"g"
"437",45055734,"MINCED GARLIC",0,"g",0,"g",0,"g"
"438",45055940,"SAM'S CHOICE, OLIVE & CAPER PASTA SAUCE",3.2,"g",4,"g",1.6,"g"
"439",45056117,"ORGANIC EXTRA VIRGIN COCONUT OIL",100,"g",0,"g",0,"g"
"440",45056288,"GREAT VALUE, GOLDEN SWEET WHOLE KERNEL CORN",1.2,"g",5.6,"g",1.6,"g"
"441",45056289,"WHOLE KERNEL CORN",0.8,"g",3.2,"g",1.6,"g"
"442",45056291,"WHITE ALBACORE TUNA IN WATER",1.79,"g",0,"g",23.21,"g"
"443",45056360,"CUT GREEN BEANS",0,"g",1.67,"g",0.83,"g"
"444",45056361,"SLICED BEETS",0,"g",5.69,"g",0.81,"g"
"445",45056362,"MACARONI & CHEESE",6.9,"g",10.34,"g",12.07,"g"
"446",45056363,"CHUNK LIGHT TUNA",0,"g",0,"g",19.64,"g"
"447",45056365,"MIXED VEGETABLES",0,"g",2.42,"g",1.61,"g"
"448",45056366,"DICED SKIN-ON YELLOW POTATOES",0,"g",1.77,"g",1.77,"g"
"449",45056367,"GREAT VALUE, FRENCH STYLE GREEN BEANS",0,"g",0.83,"g",0.83,"g"
"450",45056368,"PIECES & STEMS MUSHROOMS",0,"g",0,"g",2.31,"g"
"451",45056370,"DARK RED KIDNEY BEANS",0.38,"g",1.54,"g",5.38,"g"
"452",45056371,"SWEET PEAS",0.4,"g",4.8,"g",3.2,"g"
"453",45056372,"RICE PASTA & CHEDDAR CHEESE MIX",1.43,"g",8.57,"g",8.57,"g"
"454",45056375,"LIGHT RED KIDNEY BEANS",0.38,"g",1.54,"g",5.38,"g"
"455",45056376,"CHUNK LIGHT TUNA IN WATER",0,"g",0,"g",19.64,"g"
"456",45056378,"WHOLE KERNEL CORN",1.2,"g",5.6,"g",1.6,"g"
"457",45056379,"CREAM STYLE SWEET CORN",0.8,"g",4,"g",0.8,"g"
"458",45056380,"MUSHROOMS PIECES & STEMS",0,"g",0,"g",2.31,"g"
"459",45056409,"BEANS & WIENERS",3.64,"g",3.64,"g",5.91,"g"
"460",45056416,"REDUCED SODIUM BLACK BEANS",0.38,"g",0,"g",5.38,"g"
"461",45056419,"CANNELLINI BEANS, WHITE KIDNEY BEANS",0.38,"g",0,"g",5.38,"g"
"462",45056420,"NAVY BEANS",0.77,"g",0,"g",5.38,"g"
"463",45056494,"SEASONED BLACK BEANS",0.38,"g",0.77,"g",6.15,"g"
"464",45056515,"GREAT VALUE, SLICED MUSHROOMS",0,"g",0,"g",2.31,"g"
"465",45056521,"BLACK EYED PEAS",0,"g",1.54,"g",3.85,"g"
"466",45056525,"RED BEANS",0,"g",0.77,"g",4.62,"g"
"467",45056534,"SLICED PICKLED BEETS",0,"g",13.33,"g",0,"g"
"468",45056536,"GREAT NORTHERN BEANS",0,"g",1.54,"g",5.38,"g"
"469",45056538,"CHILI BEANS",0.77,"g",1.54,"g",4.62,"g"
"470",45056539,"ASPARAGUS SPEARS",0,"g",0.8,"g",1.6,"g"
"471",45056542,"ASPARAGUS CUT SPEARS",0,"g",1.6,"g",2.4,"g"
"472",45056547,"SAUERKRAUT",0,"g",0,"g",0,"g"
"473",45056551,"FRENCH FRIED ONIONS",42.86,"g",0,"g",0,"g"
"474",45056553,"PORK & BEANS IN TOMATO SAUCE",0.77,"g",5.38,"g",4.62,"g"
"475",45056555,"ITALIAN STYLE PASTA SAUCE MIX",0,"g",25,"g",0,"g"
"476",45056556,"TACO SEASONING MIX",0,"g",16.67,"g",16.67,"g"
"477",45056557,"MUSHROOM GRAVY MIX",10,"g",0,"g",20,"g"
"478",45056558,"POT ROASTING BAG & SEASONING BLEND",0,"g",0,"g",0,"g"
"479",45056559,"SEASONING MIX",11.11,"g",11.11,"g",11.11,"g"
"480",45056560,"SLOPPY JOE SEASONING MIX",0,"g",44.44,"g",0,"g"
"481",45056561,"BROWN GRAVY MIX",8.33,"g",0,"g",16.67,"g"
"482",45056614,"GREAT VALUE, TURKEY GRAVY",0.83,"g",0,"g",1.67,"g"
"483",45056615,"FAJITA SEASONING MIX",0,"g",0,"g",0,"g"
"484",45056616,"SPAGHETTI SAUCE MIX",0,"g",37.5,"g",0,"g"
"485",45056617,"COUNTRY GRAVY MIX",22.22,"g",11.11,"g",11.11,"g"
"486",45056618,"GREAT VALUE, BEEF GRAVY",0.83,"g",1.67,"g",1.67,"g"
"487",45056619,"SEASONING MIX",0,"g",11.11,"g",11.11,"g"
"488",45056707,"SLICED NEW POTATOES",0,"g",0.65,"g",1.29,"g"
"489",45056711,"PEAS & CARROTS",0,"g",3.12,"g",2.34,"g"
"490",45056717,"GREAT VALUE, WHITE HOMINY",0,"g",0.79,"g",0.79,"g"
"491",45056721,"SLICED CARROTS",0,"g",3.33,"g",0,"g"
"492",45056731,"CUT ITALIAN GREEN BEANS",0,"g",0.83,"g",1.65,"g"
"493",45056805,"CUT GREEN BEANS",0,"g",0.83,"g",0.83,"g"
"494",45056905,"BREAD & BUTTER CHIPS PICKLES",0,"g",17.86,"g",0,"g"
"495",45056906,"DILL SPEARS PICKLE",0,"g",0,"g",0,"g"
"496",45056912,"GREAT VALUE, FLAVORED SYRUP, CHOCOLATE",0,"g",0,"g",3.12,"g"
"497",45056938,"HOMESTYLE SQUEEZABLE SWEET RELISH",0,"g",20,"g",0,"g"
"498",45056992,"SYRUP",0,"g",45,"g",2.5,"g"
"499",45056994,"SWEET RELISH",0,"g",20,"g",0,"g"
"500",45057001,"SWEET GHERKINS PICKLES",0,"g",21.43,"g",0,"g"
"501",45057002,"PICKLES, HAMBURGER DILL CHIPS",0,"g",0,"g",0,"g"
"502",45057003,"PICKLES, KOSHER DILL GHERKINS",0,"g",0,"g",0,"g"
"503",45057032,"CHOPPED RIPE OLIVES",16.67,"g",0,"g",0,"g"
"504",45057034,"MANZANILLA OLIVES STUFFED WITH MINCED PIMENTO",16.67,"g",0,"g",0,"g"
"505",45057040,"GREAT VALUE, CALIFORNIA-STYLE RIPE OLIVES",16.67,"g",0,"g",0,"g"
"506",45057041,"STEAK SAUCE",0,"g",11.76,"g",0,"g"
"507",45057083,"GREAT VALUE, QUEEN OLIVES STUFFED WITH MINCED PIMENTO",14.29,"g",0,"g",0,"g"
"508",45057085,"GREAT VALUE, PITTED CALIFORNIA STYLE RIPE OLIVES, MEDIUM",16.67,"g",0,"g",0,"g"
"509",45057115,"CALIFORNIA STYLE PIE SLICED OLIVES",15.62,"g",0,"g",0,"g"
"510",45057134,"OLIVES STUFFED WITH MINCED PIMENTO, SLICED SALAD",12.5,"g",0,"g",0,"g"
"511",45057355,"YELLOW MUSTARD",0,"g",0,"g",0,"g"
"512",45057372,"HICKORY BARBECUE SAUCE WITH MOLASSES",0,"g",28.57,"g",0,"g"
"513",45057373,"ALL NATURAL DIJON MUSTARD",0,"g",0,"g",0,"g"
"514",45057385,"SWEET RICH BBQ SAUCE",0,"g",43.24,"g",0,"g"
"515",45057398,"TOMATO KETCHUP",0,"g",23.53,"g",0,"g"
"516",45057406,"YELLOW MUSTARD",0,"g",0,"g",0,"g"
"517",45057437,"GREAT VALUE, COCKTAIL SAUCE",0.77,"g",13.85,"g",1.54,"g"
"518",45057603,"SOUTHWEST SPICY MUSTARD",0,"g",20,"g",0,"g"
"519",45057608,"TOMATO KETCHUP",0,"g",23.53,"g",0,"g"
"520",45057611,"ORIGINAL BARBECUE SAUCE ",0,"g",27.78,"g",0,"g"
"521",45057612,"BARBECUE SAUCE",0,"g",27.78,"g",0,"g"
"522",45057615,"MUSTARD",0,"g",20,"g",0,"g"
"523",45057616,"ALL NATURAL HORSERADISH MUSTARD",0,"g",0,"g",0,"g"
"524",45057620,"COMPLETE POTATOES",12.5,"g",3.57,"g",7.14,"g"
"525",45057621,"MASHED POTATOES",0,"g",0,"g",8.7,"g"
"526",45057623,"FOUR CHEESE COMPLETE POTATOES",10.71,"g",3.57,"g",7.14,"g"
"527",45057631,"BUTTERY HOMESTYLE COMPLETE POTATOES ",14.29,"g",3.57,"g",7.14,"g"
"528",45057647,"MASHED POTATOES",0,"g",0,"g",9.09,"g"
"529",45057651,"DELUXE BAKED COMPLETE POTATOES",12.5,"g",3.57,"g",7.14,"g"
"530",45057660,"CHUNK CHICKEN BREAST WITH RIB MEAT IN WATER",1.79,"g",0,"g",16.07,"g"
"531",45057661,"GREAT VALUE, NATURAL UNSWEETENED APPLESAUCE",0,"g",6.56,"g",0,"g"
"532",45057662,"APPLESAUCE",0,"g",14.29,"g",0,"g"
"533",45057664,"ORIGINAL APPLESAUCE",0,"g",14.29,"g",0,"g"
"534",45057666,"GREAT VALUE, NATURAL UNSWEETENED APPLESAUCE",0,"g",6.56,"g",0,"g"
"535",45057669,"CINNAMON APPLESAUCE",0,"g",16.41,"g",0,"g"
"536",45057865,"TOMATO PASTE",0,"g",9.09,"g",6.06,"g"
"537",45057890,"TOMATO PASTE",0,"g",9.09,"g",6.06,"g"
"538",45057897,"CHUNK LIGHT TUNA IN WATER",0.89,"g",NA,NA,17.86,"g"
"539",45057978,"TOMATO SAUCE",0,"g",3.28,"g",1.64,"g"
"540",45057988,"CHUNK LIGHT TUNA",0,"g",0,"g",24.32,"g"
"541",45057990,"TOMATO PUREE",0,"g",4.76,"g",1.59,"g"
"542",45058039,"DICED TOMATOES IN TOMATO JUICE",0,"g",2.48,"g",0.83,"g"
"543",45058042,"SAM'S CHOICE, ORGANIC DICED TOMATOES",0,"g",2.5,"g",0,"g"
"544",45058045,"DICED TOMATOES IN TOMATO JUICE",0,"g",2.48,"g",0.83,"g"
"545",45058047,"CHUNK CHICKEN BREAST",1.79,"g",0,"g",16.07,"g"
"546",45058050,"SMOKED OYSTERS",11.76,"g",0,"g",16.47,"g"
"547",45058053,"CRUSHED TOMATOES IN PUREE",0,"g",3.28,"g",1.64,"g"
"548",45058056,"TOMATO SAUCE",0,"g",3.28,"g",1.64,"g"
"549",45058104,"PIZZA SAUCE",1.59,"g",4.76,"g",1.59,"g"
"550",45058106,"GARDEN ROTINI",1.79,"g",3.57,"g",12.5,"g"
"551",45058111,"OVEN READY LASAGNA",1.79,"g",1.79,"g",12.5,"g"
"552",45058113,"GREAT VALUE, RADIATORE PASTA, ENRICHED MACARONI PRODUCT",1.79,"g",3.57,"g",12.5,"g"
"553",45058126,"SHELLS, ENRICHED MACARONI PRODUCT",1.79,"g",3.57,"g",12.5,"g"
"554",45058128,"ENRICHED MARCONI PRODUCT",1.79,"g",3.57,"g",12.5,"g"
"555",45058129,"JUMBO SHELLS",1.79,"g",3.57,"g",12.5,"g"
"556",45058132,"MOSTACCIOLI, ENRICHED MACARONI PRODUCT",1.79,"g",3.57,"g",12.5,"g"
"557",45058133,"ELBOWS, ENRICHED MACARONI PRODUCT",1.79,"g",3.57,"g",12.5,"g"
"558",45058135,"MANICOTTI, ENRICHED MACARONI PRODUCTS",1.79,"g",3.57,"g",12.5,"g"
"559",45058137,"WHOLE WHEAT ELBOWS, MACARONI PRODUCT",2.68,"g",3.57,"g",12.5,"g"
"560",45058139,"POT-SIZED THIN SPAGHETTI ENRICHED MACARONI PRODUCT",1.79,"g",3.57,"g",12.5,"g"
"561",45058140,"SMALL SHELLS PASTA",1.79,"g",3.57,"g",12.5,"g"
"562",45058143,"WHOLE WHEAT SPAGHETTI",2.68,"g",3.57,"g",12.5,"g"
"563",45058173,"YELLOW CLING PEACH SLICES IN HEAVY SYRUP",0,"g",14.84,"g",0.78,"g"
"564",45058174,"SLICED PEARS",0,"g",4.92,"g",0,"g"
"565",45058175,"PINEAPPLE SLICES IN 100% JUICE",0,"g",12.3,"g",0,"g"
"566",45058176,"SLICED PEACHES",0,"g",9.02,"g",0,"g"
"567",45058177,"CHERRY MIXED FRUIT",0,"g",14.16,"g",0,"g"
"568",45058178,"MIXED FRUIT",0,"g",5.56,"g",0,"g"
"569",45058179,"CRUSHED PINEAPPLE IN JUICE",0,"g",12.03,"g",0,"g"
